LabVIEW Measurement									
Writer_Version	2								
Reader_Version	2								
Separator	Tab								
Decimal_Separator	.								
Multi_Headings	No								
X_Columns	No								
Time_Pref	Relative								
Operator	Standard								
Date	10/16/2018								
Time	14:32.5								
***End_of_Header***									
									
Channels	8								
Samples	1	1	1	1	1	1	1	1	
Date	10/16/2018	10/16/2018	10/16/2018	10/16/2018	10/16/2018	10/16/2018	10/16/2018	10/16/2018	
Time	14:32.5	14:32.5	14:32.5	14:32.5	14:32.5	14:32.5	14:32.5	14:32.5	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	
Delta_X	1	1	1	1	1	1	1	1	
***End_of_Header***									
X_Value	Temperature_1	Temperature_2	Temperature_3	Temperature_4	Temperature_5	Temperature_6	Temperature_7	Temperature_8	Comment
	24.210174	25.169016	24.228057	24.22508	24.072288	30.132598	24.542146	24.179963	
	24.202388	25.169184	24.221355	24.212195	24.074809	30.126717	24.539797	24.16868	
	24.207053	25.16287	24.226936	24.219837	24.077184	30.129289	24.540569	24.177011	
	24.210827	25.166721	24.222093	24.214535	24.077523	30.124647	24.538017	24.165295	
	24.216877	25.173024	24.233447	24.2236	24.088614	30.147361	24.550279	24.184896	
	24.211093	25.168826	24.237027	24.221226	24.078018	30.142327	24.547449	24.178399	
	24.186311	25.153008	24.220261	24.208811	24.06812	30.127351	24.52543	24.156822	
	24.208406	25.15746	24.229302	24.21831	24.083577	30.133792	24.544306	24.168383	
	24.189168	25.167192	24.22142	24.208137	24.070061	30.11547	24.542379	24.16279	
	24.207623	25.167469	24.227881	24.226736	24.08142	30.138448	24.547921	24.179788	
	24.206889	25.169563	24.237078	24.221506	24.089161	30.139531	24.544754	24.18097	
	24.213326	25.165594	24.236994	24.223024	24.099952	30.131187	24.541465	24.18455	
	24.194028	25.165871	24.228112	24.217577	24.082482	30.119365	24.552499	24.176583	
	24.208096	25.174557	24.224677	24.221929	24.089452	30.125116	24.543346	24.173148	
	24.209337	25.170864	24.229222	24.216626	24.082676	30.117747	24.546057	24.166242	
	24.193487	25.169818	24.238021	24.218097	24.075527	30.1177	24.544551	24.175042	
	24.20706	25.178347	24.234887	24.222521	24.08246	30.114819	24.548057	24.175572	
	24.206362	25.166715	24.24201	24.211553	24.087259	30.118427	24.545106	24.177887	
	24.222128	25.188886	24.245676	24.234684	24.094783	30.129249	24.554948	24.182698	
	24.215125	25.17895	24.23137	24.230454	24.087778	30.123464	24.552322	24.178238	
	24.20206	25.171565	24.221222	24.217558	24.086163	30.109428	24.546529	24.179311	
	24.223876	25.184834	24.239555	24.241845	24.090576	30.124191	24.55501	24.193295	
	24.212451	25.174081	24.232444	24.214811	24.083042	30.105214	24.543098	24.174732	
	24.21215	25.172528	24.236843	24.216462	24.084573	30.122561	24.551842	24.179361	
	24.212861	25.17129	24.244075	24.232854	24.089866	30.123263	24.556781	24.187739	
	24.210825	25.175524	24.233204	24.230227	24.086455	30.111978	24.547976	24.168621	
	24.215598	25.173998	24.237857	24.226178	24.085961	30.125288	24.551482	24.183352	
	24.21919	25.197321	24.241533	24.230312	24.094364	30.128158	24.557673	24.1868	
	24.204233	25.174431	24.233941	24.215391	24.078486	30.114967	24.548484	24.170274	
	24.197689	25.179989	24.23241	24.218212	24.087289	30.119814	24.55771	24.181569	
	24.207282	25.16339	24.236389	24.238908	24.088867	30.122277	24.552532	24.189212	
	24.208223	25.175551	24.229567	24.230254	24.084769	30.11348	24.551894	24.180558	
	24.209839	25.185463	24.238125	24.229652	24.091425	30.117338	24.555869	24.180184	
	24.228498	25.188351	24.246514	24.231629	24.098406	30.126267	24.557616	24.193613	
	24.213215	25.186294	24.232775	24.227278	24.089532	30.115469	24.561736	24.181933	
	24.220399	25.175829	24.242898	24.22641	24.088014	30.125506	24.570022	24.189768	
	24.207117	25.179234	24.228677	24.221806	24.09397	30.116685	24.554666	24.178064	
	24.212251	25.173279	24.232558	24.228207	24.083987	30.109541	24.556484	24.175991	
	24.214987	25.191889	24.254181	24.239067	24.101384	30.127625	24.568711	24.191662	
	24.224859	25.183758	24.241454	24.233668	24.09133	30.116792	24.563315	24.195652	
	24.2221	25.199695	24.245057	24.238187	24.104146	30.125603	24.569204	24.183682	
	24.220063	25.192154	24.257653	24.240707	24.106919	30.137162	24.561882	24.198799	
	24.213518	25.186224	24.244841	24.226521	24.093272	30.133186	24.556173	24.190795	
	24.213675	25.185455	24.241551	24.232391	24.104882	30.1304	24.567303	24.188421	
	24.22339	25.191133	24.249302	24.246554	24.099252	30.136829	24.56475	24.186553	
	24.218774	25.189521	24.243794	24.241962	24.084327	30.122544	24.559017	24.181502	
	24.220981	25.202788	24.250447	24.225257	24.096843	30.125855	24.567038	24.18724	
